01062023	02:17:15	888554db-9c4d-4a57-8bfa-e9773dd9d5c2	GET	/	undefined
01062023	03:21:45	c48d0c17-9940-4ae9-b038-18410fdb2539	POST	/auth/login	undefined
01062023	03:21:53	05927c5b-99e0-43bc-8646-036cd671c4b5	POST	/auth/register	undefined
01062023	03:22:23	cc86f654-c822-4ae1-acf8-9e0066163135	POST	/auth/register	undefined
01062023	03:24:05	0447f6aa-7252-455e-a73d-4af92fdfbade	POST	/auth/register	undefined
01062023	03:24:44	cc5429b0-dd5f-4101-93e7-fb4b67afa66d	POST	/auth/register	undefined
01062023	03:25:21	3279c1a3-584e-41e5-bbb4-e49f37ba37f0	POST	/auth/register	undefined
01062023	03:26:03	ead5766b-f44a-43c7-98ed-9d6963729b1b	POST	/auth/login	undefined
01062023	03:26:31	351d855a-4622-44b9-b1fb-ade39f692d87	POST	/auth/login	undefined
01062023	03:27:18	0d20cc88-fe8f-4efc-9e2c-2cc9c8e30d70	POST	/auth/login	undefined
01062023	04:09:14	13340f51-9ca1-4ff8-b25a-ac56cbe0e8ec	GET	/category	undefined
01062023	04:09:33	2c168a2b-860f-4a93-9d28-fa98b6ae36e4	POST	/category	undefined
01062023	04:09:53	068d4adc-764b-4196-b265-99211e5f0e9c	POST	/category	undefined
01062023	04:10:05	ee970d12-8347-4f46-b878-ff9ab7e75224	POST	/category	undefined
01062023	04:10:15	5451d4ac-50f1-432e-81e9-e97abee0e9a1	POST	/category	undefined
01062023	04:10:27	4d7ae001-a128-4e9f-8811-f098cbba9573	POST	/category	undefined
01062023	04:10:37	fc82eb9d-3385-4dd0-9185-8b292f7d761d	POST	/category	undefined
01062023	04:10:50	20cf662f-4c92-4464-b2fd-7ce2f7d22a8d	POST	/category	undefined
01062023	04:10:57	896f477d-a1e8-4695-b7a5-8eab5c650b45	POST	/category	undefined
01062023	04:11:06	5e33c36c-19f0-4dda-bc80-19d55dc9b8af	POST	/category	undefined
